hour_utc,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel
2023-04-07T09:00:00Z,3.65,2.42,4.12,3.12,3.96,0.43,1.46,14.31,4.16,0.69,0.15,46.68
2023-04-07T10:00:00Z,4.16,1.94,3.77,2.6,2.33,0.01,1.31,19.37,3.07,0.15,0.15,49.09
2023-04-07T11:00:00Z,6.22,2.37,1.35,2.77,2.79,0.12,1.61,20.18,3.14,0.14,0.04,55.22
2023-04-07T12:00:00Z,5.74,2.9,6.15,2.74,3.39,0.4,1.37,22.54,3.08,0.14,0.05,63.67
2023-04-07T13:00:00Z,4.2,3.28,5.3,2.86,3.66,0.35,1.07,26.26,3.19,0.23,0.03,63.41
2023-04-07T14:00:00Z,2.28,3.19,3.05,2.95,3.5,0.1,0.45,31.53,3.26,0.2,0.0,67.81
2023-04-07T15:00:00Z,6.9,3.08,3.61,2.91,3.38,0.02,0.61,29.79,3.22,0.1,0.0,73.21
2023-04-07T16:00:00Z,6.82,3.1,4.41,2.91,3.42,0.04,0.3,29.8,3.21,0.1,0.0,73.88
2023-04-07T17:00:00Z,8.93,3.1,4.08,3.15,3.41,0.01,0.44,32.46,3.47,0.19,0.0,74.41
2023-04-07T18:00:00Z,3.45,3.22,4.42,3.32,3.54,0.04,0.37,32.96,3.65,0.28,0.0,73.61
2023-04-07T19:00:00Z,14.73,6.44,9.46,4.03,8.53,3.02,0.37,21.96,4.61,1.05,0.0,66.7
2023-04-07T20:00:00Z,22.67,6.4,23.83,5.25,8.63,3.87,1.06,3.79,7.26,3.14,0.0,62.42
2023-04-07T21:00:00Z,17.59,4.8,21.2,7.88,7.04,2.98,0.96,0.19,11.7,6.27,0.0,55.61
2023-04-07T22:00:00Z,15.3,8.25,20.63,6.55,12.04,6.56,1.05,2.22,10.51,5.22,0.0,58.17
2023-04-07T23:00:00Z,13.34,8.98,17.62,7.03,13.34,7.35,0.82,0.49,11.77,5.63,0.0,50.3
2023-04-08T00:00:00Z,9.25,9.31,13.42,7.4,13.86,7.25,0.99,0.97,12.08,6.18,0.0,46.52
2023-04-08T01:00:00Z,7.06,9.34,10.1,7.05,14.11,7.3,0.98,0.23,11.77,5.98,0.0,50.08
2023-04-08T02:00:00Z,4.92,9.88,7.89,7.25,14.47,8.23,1.19,0.01,12.24,6.06,0.0,46.89
2023-04-08T03:00:00Z,3.95,8.79,7.38,8.69,13.35,6.85,1.74,0.0,13.95,7.22,0.0,44.61
2023-04-08T04:00:00Z,6.08,8.91,10.11,9.48,13.67,6.99,2.48,0.0,15.4,8.02,0.0,26.42
2023-04-08T05:00:00Z,7.55,9.85,7.52,10.39,14.84,7.74,3.11,0.0,16.5,9.13,0.01,26.54
2023-04-08T06:00:00Z,7.4,10.4,10.14,13.68,15.38,8.02,4.96,0.0,20.86,12.36,0.02,29.64
2023-04-08T07:00:00Z,10.74,15.6,15.48,14.15,21.29,12.72,4.69,0.04,21.6,12.53,0.05,30.37
2023-04-08T08:00:00Z,8.59,20.47,8.43,13.69,27.99,15.86,1.73,2.8,21.18,10.59,0.25,17.96
2023-04-08T09:00:00Z,8.29,20.24,3.61,14.42,28.17,15.54,1.94,4.83,21.6,11.43,0.14,30.25
2023-04-08T10:00:00Z,7.4,20.46,10.73,13.77,29.01,16.96,1.26,9.22,20.57,11.05,0.04,41.02
2023-04-08T11:00:00Z,4.55,15.92,0.82,10.67,22.65,12.84,1.08,17.55,15.15,7.38,0.0,52.68
2023-04-08T12:00:00Z,4.53,11.87,3.01,8.43,16.07,8.45,0.96,23.33,11.48,5.29,0.01,63.88
2023-04-08T13:00:00Z,7.22,10.84,1.22,7.59,14.57,7.68,1.23,24.62,9.34,4.39,0.0,72.08
2023-04-08T14:00:00Z,7.93,10.55,0.69,6.82,13.9,7.05,0.74,27.71,8.11,3.42,0.0,75.43
2023-04-08T15:00:00Z,4.02,8.11,3.67,6.23,9.52,4.68,1.03,32.45,7.25,3.01,0.0,81.01
2023-04-08T16:00:00Z,6.54,7.43,7.84,6.83,8.77,3.98,0.35,34.31,8.27,3.82,0.0,82.64
2023-04-08T17:00:00Z,11.16,9.43,13.78,9.19,11.68,6.34,0.21,32.9,12.23,6.62,0.0,79.3
2023-04-08T18:00:00Z,9.07,11.55,13.19,10.12,15.06,8.81,0.31,27.8,14.41,7.63,0.0,74.0
2023-04-08T19:00:00Z,18.36,12.22,16.03,9.33,16.81,9.23,0.29,16.88,13.68,6.7,0.0,69.68
2023-04-08T20:00:00Z,15.38,11.3,17.46,10.17,15.89,8.45,0.65,12.15,15.51,7.81,0.0,62.64
2023-04-08T21:00:00Z,12.31,10.74,12.93,8.17,15.42,8.34,0.67,9.89,13.05,6.09,0.0,61.37
2023-04-08T22:00:00Z,9.02,9.6,13.09,9.03,14.08,6.86,0.73,11.59,14.02,7.03,0.04,61.71
2023-04-08T23:00:00Z,9.73,10.99,13.16,10.95,16.09,8.39,1.06,8.26,17.21,9.12,0.0,55.35
2023-04-09T00:00:00Z,9.73,12.59,12.56,11.96,17.98,9.41,0.76,4.9,18.96,10.15,0.0,48.03
2023-04-09T01:00:00Z,9.17,15.02,11.97,12.28,21.37,11.65,0.97,2.94,19.51,10.42,0.0,44.9
2023-04-09T02:00:00Z,7.26,16.27,10.08,13.73,22.94,12.4,1.2,0.72,22.0,11.56,0.0,41.91
2023-04-09T03:00:00Z,6.9,17.88,8.75,16.13,24.74,13.91,0.87,0.09,25.36,13.86,0.0,37.68
2023-04-09T04:00:00Z,6.14,19.46,9.83,18.47,26.89,15.09,1.0,0.0,30.08,15.84,0.0,38.3
2023-04-09T05:00:00Z,6.74,26.0,10.63,20.44,38.47,20.22,1.33,0.44,34.71,17.16,0.01,45.06
2023-04-09T06:00:00Z,5.9,27.23,8.21,19.02,41.47,20.42,1.49,3.68,32.53,15.65,0.0,50.19
2023-04-09T07:00:00Z,5.88,27.29,7.78,18.18,41.49,20.27,0.94,5.02,31.32,14.74,0.0,53.43
2023-04-09T08:00:00Z,4.52,23.67,7.32,16.42,35.19,15.65,1.69,10.9,28.65,12.45,0.03,59.85
2023-04-09T09:00:00Z,5.32,23.2,5.91,17.61,34.01,14.58,1.49,12.09,30.64,13.07,0.02,54.79
2023-04-09T10:00:00Z,5.79,23.82,5.39,17.35,34.93,16.06,1.82,14.31,29.22,13.0,0.07,53.87
2023-04-09T11:00:00Z,4.73,24.25,4.07,17.74,35.38,17.32,0.77,18.17,30.22,12.97,0.08,52.68
2023-04-09T12:00:00Z,5.4,25.29,4.06,17.47,37.77,18.24,0.95,20.36,28.35,12.55,0.04,56.53
2023-04-09T13:00:00Z,5.4,22.37,3.78,17.0,32.35,15.73,0.72,24.89,26.66,12.11,0.01,65.21
2023-04-09T14:00:00Z,5.96,19.06,4.81,14.43,27.3,13.61,0.2,27.55,21.87,10.3,0.0,72.44
2023-04-09T15:00:00Z,8.42,16.23,5.17,10.73,23.09,10.87,0.44,26.25,16.06,7.1,0.0,78.56
2023-04-09T16:00:00Z,7.77,18.39,8.88,12.53,26.61,12.58,0.59,29.27,19.4,8.58,0.0,81.13
2023-04-09T17:00:00Z,9.1,18.43,9.48,12.95,26.24,13.2,0.58,26.85,20.17,8.99,0.01,78.95
2023-04-09T18:00:00Z,9.84,17.6,11.37,12.9,25.19,12.82,0.52,24.01,19.87,9.31,0.0,74.98
2023-04-09T19:00:00Z,9.71,14.99,13.17,13.25,21.22,11.26,0.91,22.06,20.54,10.1,0.0,72.59
2023-04-09T20:00:00Z,8.77,15.57,11.34,11.84,22.23,11.38,0.85,22.65,18.23,8.47,0.0,73.11
2023-04-09T21:00:00Z,7.57,14.27,12.5,10.88,20.38,9.73,0.55,22.93,16.81,7.6,0.0,70.94
2023-04-09T22:00:00Z,6.63,13.28,10.0,10.39,18.89,8.82,0.4,24.57,16.46,7.3,0.0,72.66
2023-04-09T23:00:00Z,6.49,13.89,9.64,9.56,20.09,9.52,0.67,25.74,15.09,6.7,0.0,76.33
2023-04-10T00:00:00Z,6.84,13.53,11.1,10.81,19.22,9.43,0.47,24.77,16.76,7.91,0.0,75.32
2023-04-10T01:00:00Z,8.45,16.22,13.46,12.25,22.98,11.55,0.6,21.45,19.2,9.3,0.0,75.28
2023-04-10T02:00:00Z,9.19,19.95,16.76,14.13,27.92,14.57,0.6,19.5,22.61,11.33,0.0,76.98
2023-04-10T03:00:00Z,8.62,20.54,16.78,14.9,28.47,15.87,0.68,17.22,24.37,12.67,0.0,75.87
2023-04-10T04:00:00Z,7.37,17.9,15.06,14.92,24.69,14.0,0.67,15.37,24.06,12.81,0.0,69.06
2023-04-10T05:00:00Z,6.27,15.77,13.42,14.35,22.2,12.4,0.78,14.33,23.28,12.32,0.0,62.46
2023-04-10T06:00:00Z,6.01,11.79,12.17,11.55,16.83,9.4,0.73,11.97,18.57,9.54,0.0,61.57
2023-04-10T07:00:00Z,6.18,6.62,12.07,7.83,10.67,5.35,0.65,11.05,13.01,6.46,0.06,61.59
2023-04-10T08:00:00Z,7.09,1.19,11.48,3.29,4.3,0.62,0.9,9.23,6.84,2.38,0.0,62.13
2023-04-10T09:00:00Z,7.1,0.7,9.35,0.64,3.6,0.11,0.82,9.62,3.46,0.05,0.0,63.46
2023-04-10T10:00:00Z,8.33,0.65,10.48,0.77,3.46,0.12,1.51,8.5,3.66,0.1,0.0,60.15
2023-04-10T11:00:00Z,7.35,1.39,8.82,1.14,4.13,0.43,1.1,11.89,3.65,0.14,0.02,60.21
2023-04-10T12:00:00Z,4.06,1.85,4.45,1.91,3.86,0.39,1.46,16.24,3.83,0.44,0.05,60.14
2023-04-10T13:00:00Z,5.13,1.63,1.38,1.84,3.38,0.24,0.93,23.08,3.15,0.18,0.04,75.63
2023-04-10T14:00:00Z,2.1,1.69,3.09,1.87,2.21,0.02,1.23,24.7,3.03,0.12,0.04,80.42
2023-04-10T15:00:00Z,1.97,2.05,3.1,1.8,2.31,0.0,1.16,27.47,2.38,0.0,0.1,75.95
2023-04-10T16:00:00Z,4.49,2.26,1.33,2.05,2.56,0.07,0.45,26.69,2.29,0.0,0.07,78.45
2023-04-10T17:00:00Z,8.0,2.08,5.78,1.93,2.38,0.02,0.66,25.25,2.26,0.0,0.03,83.46
2023-04-10T18:00:00Z,10.42,1.46,13.44,1.46,2.49,0.02,0.51,22.26,2.49,0.02,0.0,86.21
2023-04-10T19:00:00Z,9.31,1.42,6.71,1.6,2.71,0.0,0.89,15.76,2.28,0.01,0.0,77.63
2023-04-10T20:00:00Z,6.88,1.27,8.54,1.35,2.66,0.01,1.18,16.74,2.51,0.02,0.0,77.36
2023-04-10T21:00:00Z,5.78,1.17,8.7,1.43,2.78,0.0,0.98,17.03,2.87,0.05,0.0,75.08
2023-04-10T22:00:00Z,4.29,1.15,6.97,1.37,2.64,0.0,1.38,18.93,2.77,0.02,0.01,75.84
2023-04-10T23:00:00Z,3.57,1.16,5.92,1.48,2.65,0.01,1.2,20.62,2.82,0.1,0.0,77.35
2023-04-11T00:00:00Z,4.18,1.13,7.17,1.58,2.95,0.0,1.33,21.6,3.27,0.12,0.0,79.81
2023-04-11T01:00:00Z,3.41,1.19,6.53,1.63,2.93,0.01,1.3,22.5,3.36,0.17,0.0,80.44
2023-04-11T02:00:00Z,4.05,1.63,7.76,1.87,4.02,0.19,1.12,17.78,4.46,0.53,0.0,74.09
2023-04-11T03:00:00Z,3.07,2.06,4.97,2.41,4.67,0.34,1.37,19.67,5.04,0.71,0.0,74.89
2023-04-11T04:00:00Z,3.63,1.85,4.61,2.5,4.31,0.17,1.51,17.88,4.98,0.76,0.0,75.78
2023-04-11T05:00:00Z,5.91,2.27,6.73,2.42,4.97,0.64,1.96,15.15,5.1,0.75,0.0,71.15
2023-04-11T06:00:00Z,9.58,2.4,12.47,2.5,5.15,0.49,2.56,7.97,5.42,0.76,0.05,56.98
2023-04-11T07:00:00Z,12.76,2.62,15.77,2.8,5.24,0.72,3.72,6.29,5.12,0.93,0.14,46.89
2023-04-11T08:00:00Z,11.56,2.51,10.63,3.01,4.71,0.54,3.2,10.62,4.85,0.5,0.21,54.92
2023-04-11T09:00:00Z,7.34,2.75,5.17,3.12,4.37,0.37,2.89,18.49,4.38,0.25,0.2,61.75
2023-04-11T10:00:00Z,9.54,2.87,8.99,3.41,4.09,0.36,2.38,18.74,4.7,0.43,0.2,62.9
2023-04-11T11:00:00Z,8.88,3.06,7.54,3.22,3.94,0.54,2.01,19.73,4.37,0.31,0.1,70.19
2023-04-11T12:00:00Z,10.58,2.88,6.62,2.89,3.56,0.35,1.62,18.98,3.44,0.28,0.06,74.65
2023-04-11T13:00:00Z,9.91,3.53,10.09,3.56,4.48,1.0,1.61,21.29,4.44,0.83,0.02,76.1
2023-04-11T14:00:00Z,10.38,2.91,14.25,3.54,3.97,0.46,1.21,21.39,5.14,0.87,0.03,75.58
2023-04-11T15:00:00Z,10.6,2.36,14.08,2.75,3.61,0.2,0.96,22.54,3.97,0.37,0.02,80.65
2023-04-11T16:00:00Z,12.06,1.98,22.03,2.39,3.99,0.18,0.81,19.02,4.5,0.34,0.02,71.68
2023-04-11T17:00:00Z,10.39,1.22,19.27,1.48,3.63,0.18,0.98,17.7,3.85,0.11,0.0,75.57
2023-04-11T18:00:00Z,8.28,0.77,14.18,1.21,3.27,0.04,1.23,18.91,3.63,0.06,0.0,74.25
2023-04-11T19:00:00Z,6.59,0.66,12.58,1.09,3.44,0.04,1.05,19.93,3.8,0.25,0.0,76.69
2023-04-11T20:00:00Z,6.03,0.99,12.14,2.29,4.06,0.33,1.07,19.47,5.63,1.46,0.01,73.6
2023-04-11T21:00:00Z,5.0,0.85,10.54,1.35,3.78,0.19,1.07,19.13,4.38,0.54,0.0,74.29
2023-04-11T22:00:00Z,1.69,1.67,5.28,1.58,4.61,0.23,1.24,22.48,4.35,0.25,0.01,73.45
2023-04-11T23:00:00Z,1.22,1.95,1.82,2.32,4.24,0.18,1.3,24.81,4.94,0.46,0.0,78.68
2023-04-12T00:00:00Z,3.38,3.06,4.69,2.58,5.83,0.83,1.54,23.23,5.2,0.81,0.0,81.14
2023-04-12T01:00:00Z,3.77,1.85,5.1,2.26,4.28,0.2,0.74,23.1,4.78,0.6,0.01,83.77
2023-04-12T02:00:00Z,2.68,1.42,4.93,1.87,3.47,0.01,1.26,23.69,3.73,0.24,0.04,81.42
2023-04-12T03:00:00Z,3.07,1.1,4.5,1.25,2.61,0.0,1.38,22.48,2.73,0.0,0.01,80.23
2023-04-12T04:00:00Z,4.58,1.19,7.5,1.21,3.2,0.05,1.63,20.99,3.37,0.05,0.0,80.59
2023-04-12T05:00:00Z,5.85,1.55,9.18,1.41,4.12,0.23,1.79,17.47,4.21,0.28,0.02,74.12
2023-04-12T06:00:00Z,7.03,1.51,12.6,1.91,4.31,0.31,2.24,14.94,5.14,0.74,0.02,61.87
2023-04-12T07:00:00Z,10.15,1.48,11.61,1.74,4.09,0.42,3.29,12.43,4.17,0.25,0.06,65.3
2023-04-12T08:00:00Z,9.06,1.2,7.83,1.78,3.38,0.06,2.72,14.85,3.42,0.13,0.0,69.92
2023-04-12T09:00:00Z,6.87,1.56,5.81,1.85,3.35,0.11,2.84,18.41,3.03,0.07,0.04,73.22
2023-04-12T10:00:00Z,4.82,1.68,4.46,2.21,2.64,0.04,2.2,22.36,2.69,0.02,0.12,69.59
2023-04-12T11:00:00Z,4.45,1.98,7.09,2.87,2.61,0.08,1.59,24.99,3.91,0.28,0.06,68.17
2023-04-12T12:00:00Z,6.9,2.09,8.92,2.54,3.35,0.06,1.27,25.04,3.9,0.14,0.07,75.48
2023-04-12T13:00:00Z,10.64,2.1,19.01,2.18,4.55,0.49,1.47,21.22,4.33,0.19,0.0,78.09
2023-04-12T14:00:00Z,5.76,1.65,10.74,2.07,3.17,0.02,1.61,24.2,3.33,0.07,0.03,75.29
2023-04-12T15:00:00Z,11.18,0.98,16.65,1.44,2.85,0.01,1.78,22.91,3.35,0.17,0.0,92.71
2023-04-12T16:00:00Z,10.08,1.4,13.04,1.78,3.34,0.12,2.53,17.13,3.72,0.13,0.01,75.06
2023-04-12T17:00:00Z,8.3,1.77,3.39,1.82,2.71,0.11,2.4,15.59,2.37,0.02,0.02,69.23
2023-04-12T18:00:00Z,5.77,2.41,1.26,2.12,2.72,0.13,1.76,18.77,2.45,0.02,0.09,69.54
2023-04-12T19:00:00Z,8.49,2.2,5.54,2.18,2.86,0.18,1.6,18.58,2.55,0.06,0.02,71.84
2023-04-12T20:00:00Z,9.77,2.06,12.16,1.94,3.36,0.26,0.99,17.77,2.78,0.17,0.0,76.84
2023-04-12T21:00:00Z,8.76,1.69,13.77,2.03,3.53,0.37,1.25,18.1,3.78,0.68,0.0,79.93
2023-04-12T22:00:00Z,6.43,1.92,9.78,2.22,3.96,0.51,1.21,17.99,4.01,0.74,0.0,76.21
2023-04-12T23:00:00Z,6.58,2.08,9.87,2.39,4.23,0.67,1.23,19.81,4.44,1.03,0.0,79.48
2023-04-13T00:00:00Z,6.94,1.95,13.51,3.35,4.89,0.83,1.28,17.11,6.51,2.31,0.0,74.7
2023-04-13T01:00:00Z,3.9,1.39,8.28,1.98,4.28,0.26,1.07,20.21,4.68,0.77,0.0,76.26
2023-04-13T02:00:00Z,3.36,2.09,5.87,2.18,5.07,0.44,1.2,21.38,4.75,0.81,0.0,78.22
2023-04-13T03:00:00Z,2.89,2.2,4.78,2.42,4.98,0.45,1.27,21.64,4.95,0.81,0.01,77.7
2023-04-13T04:00:00Z,3.56,1.96,4.36,2.48,4.19,0.22,1.17,20.79,4.74,0.67,0.0,77.07
2023-04-13T05:00:00Z,4.88,1.96,4.83,2.46,4.1,0.2,1.74,19.01,4.59,0.65,0.0,76.02
2023-04-13T06:00:00Z,8.31,2.05,9.71,2.72,4.44,0.25,1.86,14.07,5.14,0.89,0.02,67.78
2023-04-13T07:00:00Z,11.91,2.4,12.76,3.01,4.92,0.51,2.79,10.55,5.06,0.92,0.09,60.49
2023-04-13T08:00:00Z,9.54,2.46,9.29,3.12,4.6,0.33,2.09,15.88,4.92,0.4,0.09,64.12
2023-04-13T09:00:00Z,7.18,2.88,4.97,2.89,5.0,0.39,1.82,20.39,4.2,0.18,0.03,71.75
2023-04-13T10:00:00Z,6.38,2.74,5.34,2.95,3.61,0.26,1.59,23.6,3.63,0.28,0.11,71.05
2023-04-13T11:00:00Z,5.42,2.72,6.43,2.83,3.23,0.12,1.42,26.67,3.5,0.2,0.07,74.18
2023-04-13T12:00:00Z,7.33,2.64,5.23,2.84,3.18,0.05,1.48,27.07,3.51,0.15,0.07,75.67
2023-04-13T13:00:00Z,9.39,2.41,8.39,2.84,2.77,0.09,1.03,26.81,3.36,0.17,0.06,75.88
2023-04-13T14:00:00Z,9.42,2.68,11.59,2.71,3.11,0.05,1.3,24.94,3.33,0.11,0.07,76.45
2023-04-13T15:00:00Z,12.32,2.81,11.11,3.0,3.38,0.42,0.73,22.56,3.92,0.7,0.02,80.11
2023-04-13T16:00:00Z,17.03,2.38,20.2,3.48,3.65,0.54,1.68,16.39,5.42,1.57,0.0,79.2
2023-04-13T17:00:00Z,11.75,2.44,9.19,2.05,3.33,0.43,1.12,18.05,2.81,0.06,0.0,73.83
2023-04-13T18:00:00Z,13.17,2.33,8.38,2.1,3.12,0.2,1.71,13.42,2.71,0.07,0.02,73.95
2023-04-13T19:00:00Z,10.18,2.52,6.77,2.22,3.34,0.25,1.06,17.47,2.74,0.01,0.02,70.87
2023-04-13T20:00:00Z,12.34,2.73,7.2,2.28,4.06,0.6,1.44,12.35,2.93,0.06,0.0,71.71
2023-04-13T21:00:00Z,12.19,3.17,10.29,2.91,4.61,0.96,1.98,9.64,4.14,0.59,0.0,64.73
2023-04-13T22:00:00Z,10.88,3.65,11.73,3.06,5.61,1.55,2.15,10.58,4.65,0.97,0.0,58.45
2023-04-13T23:00:00Z,9.47,4.74,19.8,4.13,7.12,2.6,1.61,9.42,6.92,2.4,0.0,36.69
2023-04-14T00:00:00Z,9.47,3.82,18.59,4.61,5.96,1.58,1.74,8.15,7.71,3.18,0.0,29.8
2023-04-14T01:00:00Z,8.04,2.92,20.29,4.94,4.73,1.09,1.23,10.02,8.32,3.72,0.0,20.63
2023-04-14T02:00:00Z,8.99,2.89,18.61,4.51,5.26,1.18,1.43,4.37,8.18,3.53,0.0,23.04
2023-04-14T03:00:00Z,8.18,2.95,14.86,3.7,5.66,1.62,1.64,6.47,7.56,2.84,0.0,31.57
2023-04-14T04:00:00Z,7.17,2.32,12.64,3.28,4.7,0.95,1.88,4.6,6.59,2.42,0.0,28.68
2023-04-14T05:00:00Z,9.65,2.62,14.27,2.85,5.39,1.36,2.4,0.78,6.11,2.01,0.01,27.53
2023-04-14T06:00:00Z,11.42,2.77,16.67,2.43,5.95,1.78,2.33,1.52,5.84,1.54,0.02,22.08
2023-04-14T07:00:00Z,18.31,2.52,23.29,3.96,5.59,1.45,4.7,0.0,7.9,2.83,0.07,15.48
2023-04-14T08:00:00Z,15.55,2.55,20.83,4.52,5.36,1.36,3.3,0.6,8.54,3.28,0.03,25.91
2023-04-14T09:00:00Z,15.3,4.48,18.42,5.02,7.77,2.85,2.43,0.28,8.99,3.42,0.05,29.67
2023-04-14T10:00:00Z,14.65,4.79,12.86,4.19,7.89,3.26,2.48,2.64,6.94,2.33,0.08,37.04
2023-04-14T11:00:00Z,10.77,3.33,5.16,2.24,5.23,1.45,1.93,6.84,3.22,0.31,0.07,45.56
2023-04-14T12:00:00Z,10.39,1.77,9.15,1.8,2.68,0.06,1.62,14.34,2.33,0.02,0.05,56.75
2023-04-14T13:00:00Z,8.81,2.11,3.85,2.13,2.49,0.21,1.61,15.36,2.56,0.07,0.04,56.3
2023-04-14T14:00:00Z,14.92,1.86,20.2,1.47,2.86,0.12,1.0,11.74,2.99,0.05,0.0,61.41
2023-04-14T15:00:00Z,17.33,1.38,21.63,1.56,3.15,0.11,1.28,7.78,4.08,0.31,0.0,58.69
2023-04-14T16:00:00Z,14.77,1.8,17.24,1.47,4.31,0.64,1.0,7.88,3.96,0.43,0.0,48.68
2023-04-14T17:00:00Z,14.94,2.72,21.56,2.27,5.77,1.85,1.05,3.27,5.36,1.41,0.03,42.1
2023-04-14T18:00:00Z,10.16,2.69,13.55,1.94,6.03,1.76,0.69,6.55,4.97,1.29,0.0,52.5
2023-04-14T19:00:00Z,10.09,3.6,15.54,3.72,7.05,2.75,1.11,6.32,7.34,3.12,0.0,43.48
2023-04-14T20:00:00Z,7.81,10.71,14.2,4.72,16.06,9.1,1.12,3.16,8.77,4.06,0.0,44.5
2023-04-14T21:00:00Z,5.63,4.81,9.73,2.58,8.48,4.17,1.19,7.58,5.88,1.98,0.01,57.54
2023-04-14T22:00:00Z,7.43,5.9,9.69,4.44,9.63,5.0,1.3,3.13,7.76,3.9,0.0,61.08
2023-04-14T23:00:00Z,6.36,10.42,13.51,7.16,14.52,9.34,1.23,3.12,11.84,6.34,0.0,48.95
2023-04-15T00:00:00Z,6.28,12.69,13.67,11.61,17.52,11.17,1.19,0.87,17.73,10.41,0.0,37.85
2023-04-15T01:00:00Z,5.71,13.94,12.1,16.25,19.15,11.31,1.17,0.15,24.94,14.75,0.0,37.75
2023-04-15T02:00:00Z,6.01,19.92,12.44,17.37,26.72,15.01,0.91,0.0,27.78,15.47,0.0,34.24
2023-04-15T03:00:00Z,5.99,21.15,9.17,12.74,28.77,15.43,0.85,0.03,20.29,10.58,0.0,47.43
2023-04-15T04:00:00Z,5.25,18.98,8.16,8.4,25.52,13.4,1.24,1.89,14.05,6.69,0.0,54.3
2023-04-15T05:00:00Z,4.35,16.88,9.1,10.23,22.97,11.93,1.38,4.02,16.45,8.02,0.0,51.51
2023-04-15T06:00:00Z,4.93,15.56,12.44,12.79,21.6,10.37,1.31,2.92,20.17,10.2,0.01,43.1
2023-04-15T07:00:00Z,6.11,15.23,11.56,13.83,20.88,10.53,1.29,2.65,22.28,10.81,0.0,44.59
2023-04-15T08:00:00Z,6.48,13.82,10.82,12.45,19.46,9.68,1.3,4.1,19.61,9.51,0.04,43.56
2023-04-15T09:00:00Z,9.26,13.45,10.74,9.96,19.21,10.06,2.25,2.91,15.99,7.65,0.02,43.17
2023-04-15T10:00:00Z,6.62,11.77,11.4,8.43,16.78,9.04,1.6,8.84,13.21,6.85,0.07,45.73
2023-04-15T11:00:00Z,5.33,11.63,7.57,10.75,16.61,9.51,0.79,16.53,16.12,8.87,0.09,46.11
2023-04-15T12:00:00Z,5.51,15.93,5.28,12.01,22.39,13.48,0.97,17.39,17.84,9.67,0.06,50.4
2023-04-15T13:00:00Z,4.88,16.22,2.56,11.61,22.76,13.65,0.8,20.51,17.0,9.09,0.12,56.46
2023-04-15T14:00:00Z,6.06,14.7,0.81,10.27,20.72,11.93,1.13,21.44,14.89,7.57,0.06,65.08
2023-04-15T15:00:00Z,5.2,8.85,0.21,7.87,11.68,6.56,1.53,22.06,10.34,5.18,0.0,71.5
2023-04-15T16:00:00Z,9.96,8.59,3.29,6.41,11.4,6.7,0.76,23.14,7.88,4.03,0.0,76.89
2023-04-15T17:00:00Z,8.74,11.62,8.98,6.65,15.9,9.27,0.66,22.53,8.41,4.3,0.0,75.98
2023-04-15T18:00:00Z,2.5,9.67,6.03,7.92,12.23,7.21,0.26,24.6,10.13,5.3,0.0,65.72
2023-04-15T19:00:00Z,21.78,9.28,5.98,6.02,12.66,7.52,1.1,9.33,7.72,3.72,0.0,70.21
2023-04-15T20:00:00Z,21.94,10.81,21.0,7.54,14.98,9.58,1.28,0.0,11.08,6.11,0.0,60.81
2023-04-15T21:00:00Z,20.14,11.96,21.49,8.27,16.34,10.9,2.05,0.0,12.18,7.1,0.0,45.02
2023-04-15T22:00:00Z,14.33,13.18,25.03,16.9,17.69,12.04,1.83,0.0,26.83,15.58,0.0,26.8
2023-04-15T23:00:00Z,14.91,13.16,22.02,17.07,17.53,12.03,3.14,0.0,27.18,15.7,0.0,24.55
2023-04-16T00:00:00Z,11.2,11.74,27.33,16.96,15.79,10.81,2.37,0.0,26.38,15.81,0.0,1.86
2023-04-16T01:00:00Z,8.85,13.22,19.6,16.42,17.55,12.11,2.31,0.0,25.08,15.17,0.0,15.8
2023-04-16T02:00:00Z,8.38,14.88,15.27,16.39,19.72,13.48,1.89,0.0,24.98,15.31,0.0,20.22
2023-04-16T03:00:00Z,7.9,16.8,12.42,14.51,21.73,15.34,1.65,0.0,21.94,13.19,0.0,22.17
2023-04-16T04:00:00Z,8.21,24.92,15.25,15.25,35.44,21.96,1.56,0.0,22.96,14.08,0.0,9.8
2023-04-16T05:00:00Z,8.59,27.62,13.89,14.85,40.61,24.14,1.07,0.0,22.31,13.71,0.0,6.2
2023-04-16T06:00:00Z,10.08,26.46,14.6,17.42,38.42,23.16,1.64,0.0,27.56,15.73,0.0,13.24
2023-04-16T07:00:00Z,11.95,26.28,16.08,16.91,38.4,23.26,1.92,0.0,26.56,15.34,0.01,12.85
2023-04-16T08:00:00Z,8.46,11.63,13.82,14.57,16.42,10.08,2.13,2.58,21.98,12.69,0.06,17.14
2023-04-16T09:00:00Z,3.71,2.8,1.59,7.26,3.78,0.92,1.54,14.34,10.09,4.81,0.23,39.28
2023-04-16T10:00:00Z,8.44,1.92,1.2,2.23,2.42,0.17,1.74,18.12,2.47,0.05,0.11,72.9
